Patient_ID	GRB2	HRAS	ITCH	JUN	KRAS	LATS1	LATS2	LIMK1	LIMK2	MAP2K1	MAP2K2	MAPK1	MAPK3	MP	MYC	Metastasis	Microtubule_polimerization	NFE2L2	NR4A3	NRAS	Neuron_migration	mTORC1	mTORC2	PI3K	TSC	SOS1	SPART	SRC	STMN1	SYN1	TTL	Tubulin	WWP1	WWTR1	YAP1	YES1	ERBB2	ERBB3	ERBB4	FOXO	FUS	F_actin_dynamics	GIT1	GNA13	PAK1	PAK2	PAK3	PAK4	PDPK1	PLCG1	PPP1R12A	PPP1R12B	PRKACA	PRKCA	PRKCB	PRKCG	PRKCZ	PTEN	PTK2B	PTPN11	Proliferation	Protein_synthesis	RAC1	RAF1	RHEB	RHOA	ROCK1	ROCK2	RPS6KA1	SHC1	SIRT1	SNAI1	AKT1	AKT2	AKT3	AMOTL2	ARAF	ARHGEF1	ARHGEF11	ARHGEF12	ARHGEF6	ATF2	Actin_cytoskeleton_reorganization	Apoptosis	BAD	BCL2	BCL2L1	BRAF	CDC25B	CDC42	CDC42BPA	CDK1	CFL1	CFL2	CREB1	CTNNB1	CTTN	Cell_migration	DEPTOR	EGFR	EIF4E	EIF4EBP1	EPHA2
GSM2261784	0.999999	0.0	0.0543	0.999999	0.0001	0.697001	0.141337	0.904099	0.999899	0.0	0.951593	0.9987	0.9987	0.0007	0.013486	1.0	0.0003	0.998243	1.0	0.0015	0.0003	1.0	0.995	0.0001	0.0	0.0013	0.7548	0.0002	0.0003	0.0063	0.9997	0.0003	0.7548	0.0002	0.0003	1.0	0.9815	0.950045	0.002086	0.0	0.0	0.0005	0.9909	0.8861	0.002529	0.989364	0.0016	0.0014	0.9994	0.845956	0.0003	0.0007	0.0001	0.063993	0.9995	0.9991	0.9994	0.0	0.0002	0.0	1.0	0.9994	0.9915	0.0013	1.0	0.886	0.9993	0.8868	1.0	0.981923	1.0	0.0	0.0001	0.0007	0.9996	0.0017	0.005407	0.028665	0.8861	0.8861	0.985	0.9969	0.9995	0.0	0.9968	0.0	0.05986	0.0003	1.0	0.0013	0.0014	1.0	0.0	0.0005	1.0	1.0	0.0029	0.9994	0.0	0.0	0.999566	0.0	1.0
GSM2262012	0.931354	0.0003	0.0503	0.91884	0.001	0.980294	0.0528	0.994883	0.9949	0.003144	0.955824	0.994149	0.994701	0.060117	0.458742	0.987081	0.002249	0.77975	0.999501	0.00357	0.0021	1.0	0.708931	0.0067	0.0	0.005016	0.0406	0.005335	0.003508	0.490856	0.997601	0.0022	0.0405	0.244557	0.478472	0.970201	0.546336	0.9557	0.004954	0.0	0.0006	0.0309	0.6042	0.8541	0.275075	0.34628	0.034242	0.031955	0.944242	0.007502	0.021161	0.058474	0.0044	0.825944	0.953511	0.945229	0.96603	0.0	0.547233	0.003075	0.986543	0.847013	0.596384	0.003794	0.779105	0.850101	0.940801	0.850301	0.999501	0.928015	0.681711	0.0	0.003718	0.008807	0.892975	0.0011	0.296602	0.701483	0.854097	0.81566	0.598904	0.713882	0.976297	0.013338	0.72398	0.0001	0.094199	0.00306	1.0	0.030266	0.052158	0.906643	0.0	0.031694	0.9996	1.0	0.281309	0.938655	0.0	0.0067	0.853096	0.0	0.9994
synth_162_Group_4	0.951841	0.011513	0.463501	0.317464	0.0004	0.701362	0.234404	0.894231	0.922501	0.003917	0.972718	0.979893	0.979686	0.053197	0.177185	0.989313	0.006125	0.967422	0.9498	0.008393	0.006104	0.977016	0.975465	0.0	0.011258	0.01155	0.4624	0.0	0.006617	0.0061	0.979131	0.006151	0.4624	0.018359	0.028015	0.961101	0.6711	0.9211	0.022863	0.006332	0.0	0.0529	0.664871	0.7223	0.0001	0.787655	0.0001	0.0	0.947001	0.095812	0.0018	0.0528	0.0	0.523968	0.947701	0.971501	0.947601	0.007114	0.010983	0.0	0.989142	0.993598	0.673156	0.010324	0.997716	0.7224	0.9471	0.7224	0.980194	0.717822	0.985065	0.0	0.0	0.0	0.947499	0.0107	0.002941	0.074834	0.722299	0.722399	0.664592	0.984976	0.949299	0.010919	0.999698	0.016631	0.003153	0.013215	0.979324	0.0	0.0	0.975186	0.0013	0.052898	0.979643	0.983907	0.0001	0.946614	0.005287	0.0	0.993427	0.007443	0.967693
GSM2261915	0.930542	0.0012	0.542799	0.693555	0.138254	0.991399	0.00443	0.992099	0.990799	0.0004	0.9989	0.999274	0.9992	0.0023	0.023848	0.9999	0.0	0.998736	0.911454	0.001305	0.0	0.503202	0.443767	0.0007	0.0006	0.0003	0.4143	0.0	0.0	0.0014	1.0	0.0	0.4143	0.420347	0.702861	0.76078	0.7947	0.9019	0.0	0.0002	0.0022	0.0022	0.9422	0.9704	0.0	0.942318	0.0014	0.0	0.997611	0.623068	0.0	0.0023	0.0	0.470777	0.9985	0.9977	0.9977	0.0	0.0	0.0	0.9999	0.996	0.941647	0.0007	0.999	0.9704	0.9977	0.9697	0.779821	0.841474	0.761597	0.267626	0.0	0.0007	0.997601	0.009794	0.0016	0.089306	0.970301	0.766267	0.934575	0.999501	0.997701	0.0001	1.000001	0.544908	0.240592	0.000249	0.771111	0.0	0.117301	0.759347	0.0	0.0022	0.997799	0.997799	0.0	0.997599	0.155416	0.0	0.998299	0.0015	0.760966
synth_181_Group_4	0.963699	0.0029	0.934499	0.999899	0.101476	0.999999	0.107831	0.999999	0.999999	0.0129	0.9992	0.9997	0.9994	0.011015	0.0041	0.998455	0.0	0.734755	0.9995	0.013294	0.0	0.933235	0.897831	0.006054	0.0003	0.0001	0.313752	0.019709	0.0	0.322873	1.0	0.0	0.313599	0.084658	0.081281	0.963376	0.7708	0.858	0.176055	0.0003	0.0023	0.0006	0.991567	0.8797	0.0	0.993401	0.241847	0.20129	0.999101	0.98141	0.002173	0.0106	0.0085	0.695931	0.999201	0.999101	0.998901	0.441048	0.023338	0.013194	0.9986	0.9972	0.981891	0.0001	1.0	0.8759	0.9919	0.9416	0.9814	0.689457	0.899371	0.0	0.008057	0.005954	0.999101	0.02939	0.028995	0.747262	0.8797	0.883382	0.952168	0.999801	0.999701	0.001333	1.000001	0.0	0.13368	0.0001	0.87433	0.195412	0.253318	0.864164	0.0002	0.0006	0.9994	0.9998	0.0	0.9885	0.049308	0.0142	0.9998	0.000137	0.974443
synth_131_Group_3	0.9886	0.0011	0.7087	0.866882	0.0007	0.732911	1.2e-05	0.9954	0.9946	0.0	0.9992	0.999334	0.9993	0.0026	0.04271	0.9999	0.0	0.9997	1.0	0.0	0.0	0.9999	0.968068	0.0	0.0001	0.0004	0.759199	0.0	0.0001	0.0	0.999999	0.0	0.759199	0.115765	0.141252	0.999899	0.8252	0.8857	0.019162	0.0	0.0	0.0026	0.9643	0.9082	0.0	0.964798	0.0	0.0	0.997399	0.558884	0.0	0.0026	0.0	0.763478	0.997999	0.759511	0.997299	0.0	0.0	0.0	0.999899	0.999899	0.964799	0.0001	0.999899	0.908399	0.997399	0.908399	0.999899	0.960181	0.751307	0.0	0.0	0.168874	0.9972	0.006053	0.080515	0.857467	0.9082	0.9082	0.9641	0.9997	0.9974	0.0001	1.0	0.0	0.278612	0.0	0.9998	0.0	0.000899	0.844843	0.0	0.0026	0.9999	0.722832	0.0	0.9974	0.0	0.0	0.9999	0.0001	0.9999
GSM2262179	0.996699	0.055381	0.1746	0.980969	0.1288	0.565538	0.052605	0.991699	0.963199	0.0023	0.953522	0.996191	0.996392	0.045107	0.222427	1.000002	0.0011	0.971778	0.999802	0.00024	0.001407	0.9992	0.9865	0.0012	0.0009	0.002827	0.347401	0.0064	0.00167	0.116378	0.9985	0.001088	0.347401	0.053196	0.053608	0.95449	0.918405	0.9847	0.006722	0.0006	0.0001	0.0443	0.757404	0.8469	0.0125	0.782765	0.0079	0.007366	0.961219	0.422633	0.002561	0.043798	0.0006	0.894988	0.962558	0.986528	0.9613	0.094039	0.37871	0.0001	1.0	0.9999	0.772088	0.00255	0.9992	0.8465	0.960746	0.8465	0.998227	0.949475	0.9976	0.0	0.0006	0.001	0.959585	0.002231	0.0185	0.763319	0.8469	0.8469	0.762703	0.983737	0.9842	0.0	0.987301	0.0	0.017732	0.0008	0.9995	0.007	0.0075	0.9968	0.001837	0.044745	0.998398	0.998925	0.014073	0.952211	0.0	0.0002	1.0	0.0	0.997154
synth_189_Group_4	0.939794	0.000475	0.0992	0.9706	0.0004	0.950982	0.001052	0.979092	0.9782	0.0	1.0	1.0	1.0	0.062116	0.0	1.0	0.0	0.209944	1.0	0.267986	0.0	0.977768	0.985984	0.016954	0.012283	0.0	0.8693	0.54525	0.0	0.666056	1.0	0.0	0.8693	0.0	0.0	1.0	0.673286	0.968997	0.0	0.0	0.0004	0.0	1.0	0.9347	0.027061	1.0	0.577848	0.579742	1.0	0.72418	0.027072	0.058674	0.027277	0.252745	1.0	1.0	1.0	0.0	0.268517	0.267421	0.999997	0.999597	0.972736	0.0	0.987597	0.909871	0.973022	0.918847	0.999997	0.920018	0.999997	0.0	0.0254	0.037669	1.000002	0.000423	0.568505	0.817127	0.934702	0.934802	0.972946	0.970785	1.000002	0.0	0.972374	0.0004	0.0	0.015652	1.0	0.566912	0.679782	1.0	0.0	0.0	1.0	1.0	0.028511	0.933604	0.0	0.016037	1.0	0.0	1.0
synth_191_Group_3	0.982364	0.002154	0.1395	0.808365	0.021253	0.872845	0.0	0.984349	0.970294	0.0027	0.984786	0.997301	0.997428	0.068122	0.0001	1.000002	0.0	0.862636	1.000002	0.003201	0.0	0.9995	0.980107	0.0	0.0	0.0027	0.9345	0.093044	0.0	0.113876	1.0	0.0	0.9345	0.0	0.0	1.0	0.846486	0.9627	0.0031	0.0	0.0	0.0	0.9999	0.965	0.0025	0.9999	0.106637	0.101589	1.0	0.625749	0.051208	0.066711	0.090027	0.027092	1.0	1.0	1.0	0.0	0.093079	0.0	1.0	1.0	0.917452	0.0028	1.0	0.874778	0.949824	0.873924	1.0	0.846883	1.0	0.0	0.086274	0.0	0.999999	0.11912	0.172236	0.200302	0.964999	0.964999	0.921072	0.997299	0.999999	0.0	0.997499	0.0	0.0	0.0003	1.0	0.09803	0.14004	1.0	0.0	0.0	1.0	1.0	0.0026	0.930095	0.0	0.0	1.0	0.0	1.0
GSM2261817	0.9068	0.0005	0.5277	0.929823	0.07232	0.9944	0.0002	0.9942	0.9939	0.0004	0.978278	0.9968	0.9965	0.0428	0.193758	0.990175	0.002092	0.645958	0.9991	0.0027	0.002	1.0	1.0	0.00144	0.0	0.002992	0.0247	0.0013	0.002591	0.828829	0.997115	0.00206	0.0247	0.01661	0.017799	0.998099	0.378917	0.955	0.003	0.0	0.0012	0.0177	0.8071	0.7896	0.364092	0.806234	0.265107	0.263857	0.960914	0.000417	0.0226	0.0422	0.0012	0.661382	0.964001	0.957801	0.975401	0.0	0.561939	0.0004	0.990041	0.981051	0.805602	0.002002	1.000001	0.7888	0.960001	0.7888	0.999501	0.826218	0.996901	0.0	0.001192	0.011261	0.959993	0.0	0.372862	0.501301	0.7896	0.764425	0.8059	0.626649	0.993801	0.009579	0.633467	0.0009	0.0001	0.002942	1.0	0.257626	0.333999	1.0	0.051584	0.017904	0.9996	1.0	0.370403	0.9569	0.0	0.0014	0.983998	0.0	0.9988
synth_144_G3-G4	0.918766	0.0	0.0013	0.682423	0.0	0.980038	0.0003	0.992394	0.990241	0.0	0.999999	0.999999	0.999999	0.0002	0.029697	0.999599	0.0	0.956424	0.999999	0.0	0.0	0.986773	1.0	0.0	0.0	0.0	0.803301	0.0001	0.0	0.103677	1.000001	0.0	0.750001	0.012493	0.013873	1.000001	0.9966	0.9998	0.0012	0.0	0.0012	0.0	0.9999	0.91	0.0	0.970462	0.086306	0.045583	0.999999	0.586842	0.0001	0.0001	0.0001	0.42102	0.999999	0.999999	0.999999	0.201678	0.0004	0.0	0.9995	0.9983	0.9998	0.0	1.0	0.9266	0.9999	0.9269	1.0	0.9967	0.984717	0.0	0.0001	0.0	0.998501	0.0002	0.0001	0.895321	0.910001	0.913201	0.999601	1.000001	1.000001	0.0003	1.000001	0.0052	0.039338	0.0	0.9978	0.042778	0.044225	0.985089	0.0	0.0	1.0	0.9967	0.0	0.9998	0.0	0.0	1.0	0.0	1.0
synth_49_G3-G4	0.965335	0.0165	0.1531	1.0	0.064339	0.99167	0.002685	0.993072	0.975317	0.000204	0.984109	0.996162	0.996399	0.013418	0.075172	0.9995	0.0	0.990931	0.995	0.0023	0.0001	0.949994	0.9756	0.0	0.0024	0.003241	0.1305	0.0	0.0001	0.001	0.9968	0.0001	0.1305	0.046792	0.047884	0.991618	0.930827	0.9833	0.0067	0.0002	0.0	0.047824	0.91478	0.8759	0.0009	0.926382	0.0	0.0	0.987201	0.134786	0.0001	0.0127	0.0	0.249193	0.986601	0.986601	0.987307	0.0064	0.005993	0.0	0.999438	0.996342	0.932761	0.0027	0.998001	0.875901	0.987536	0.875901	0.996758	0.927455	0.9938	0.0	0.0	0.0	0.9866	0.00311	0.003165	0.142414	0.8759	0.8759	0.912395	0.995977	0.993871	0.000463	0.9989	0.0009	0.004714	0.003246	0.995594	0.0	0.0	0.994183	0.004	0.048445	0.996901	0.996057	0.001005	0.985447	0.007205	0.0	0.996696	0.002316	0.996901
GSM2261629	0.825444	0.0007	0.723101	0.636138	0.0001	0.437508	0.175586	0.997701	0.996801	0.0001	0.963354	0.998799	0.999099	0.106932	0.073548	0.999899	0.0008	0.876083	0.999299	0.279046	0.0008	0.58438	0.586441	0.208898	0.0	0.000974	0.895258	0.309518	0.0009	0.121988	0.997202	0.0008	0.901126	0.277436	0.64352	0.999202	0.300504	0.95584	0.0008	0.0	0.075981	0.055227	0.50205	0.8359	0.0	0.874878	0.153586	0.155881	0.954644	0.004844	0.02713	0.105109	0.053238	0.839797	0.961636	0.991384	0.962794	0.000488	0.465866	0.277743	0.999901	0.636204	0.729838	0.000833	1.000001	0.79143	0.899281	0.782874	0.999601	0.974898	0.540341	2.3e-05	0.052446	0.207499	0.951773	0.015391	0.4134	0.699879	0.8359	0.8338	0.717923	0.998999	0.953284	0.0001	0.999999	0.0009	0.0	0.0	1.000001	0.153564	0.152789	1.000001	0.0001	0.056923	0.999506	0.999201	0.0	0.8929	0.0	0.195056	0.700026	0.026272	0.999401
GSM2261880	0.907438	0.0	0.1341	0.732743	0.048803	0.9774	0.0011	0.9999	1.0	0.0001	0.967431	0.99949	0.9995	0.05076	0.255363	1.0	0.000229	0.9987	0.9987	0.0	0.0001	0.9993	0.972797	0.0	0.0002	0.000551	0.913101	0.0	0.0002	0.0018	0.867284	0.0002	0.937355	0.52607	0.322121	0.999802	0.8975	0.9937	0.001	0.001	0.0	0.130152	0.7928	0.4262	0.0	0.790599	0.0	0.0	0.948317	0.003867	0.001511	0.05095	0.0	0.073652	0.945883	0.947884	0.963327	0.0003	0.0	0.0	0.999999	0.999999	0.793481	0.0	0.984499	0.684204	0.947732	0.684997	0.998499	0.905085	0.748786	0.0	0.0	0.0	0.949202	0.380035	0.054849	0.029148	0.681606	0.4262	0.792801	0.999402	0.948749	0.0	1.000002	0.0	0.727787	0.00222	0.998499	0.0	0.0	0.656198	0.0	0.131328	0.998499	0.997999	0.0	0.949066	0.0007	0.0	0.999999	0.0	0.999799
GSM2261843	0.9985	0.0	0.037	0.9961	0.0	1.0	0.004427	1.0	1.0	0.0001	0.9987	0.9993	0.9995	0.0024	0.079219	1.0	0.0001	0.997	0.9991	0.023496	0.0001	0.847029	0.850336	0.0	0.0002	0.0004	0.5981	0.0	0.0	0.092546	1.0	0.0	0.6165	0.0068	0.186176	0.9996	0.7522	0.9386	0.0002	0.0003	0.0	0.002	0.9777	0.9109	0.037171	0.977701	0.0	0.0	0.997601	0.011003	0.0001	0.0024	0.0	0.51714	0.995601	0.992301	0.997601	0.0005	0.0	0.0	1.0	0.9996	0.9778	0.0002	0.945998	0.9109	0.9978	0.9109	0.998827	0.88632	0.995	0.0	0.0	0.0001	0.9976	0.053026	0.075117	0.408881	0.9109	0.9109	0.977699	0.960394	0.9985	0.0	0.962511	0.0	0.134395	0.0001	0.998797	0.0	0.0008	0.9948	0.033005	0.0021	0.999	0.9991	0.039122	0.9975	0.057405	0.0	0.9996	0.0007	0.9996
GSM2261700	0.878653	0.0013	0.6825	0.636103	0.0011	0.9859	0.0062	0.9955	0.9955	0.0	1.000001	1.000001	1.000001	0.216604	0.349876	1.000001	0.0	0.983316	1.000001	0.2636	0.0	0.981	0.923321	0.0	0.0	0.0	0.0422	0.0001	0.0	0.0	1.0	0.0	0.073368	0.0	0.0	1.0	0.803532	0.896261	0.0	0.0	0.0008	0.0	0.9997	0.9517	0.0	0.9997	0.0	0.0001	1.0	0.999341	0.0001	0.210985	0.0001	0.595996	0.939597	1.0	0.9337	0.0	0.0001	0.0	1.0	0.995816	0.9996	0.0	1.0	0.958	0.9999	0.958	1.0	0.938138	1.0	0.214759	0.0001	0.213066	0.938136	0.0002	0.280204	0.70901	0.952697	0.93019	0.99592	0.999997	0.999897	0.0	0.999997	0.0	0.262952	0.0	1.0	0.0001	0.0001	1.0	0.0	0.0	1.0	1.0	0.0	0.778173	0.017212	0.0	0.9971	0.0014	1.0
synth_133_Group_3	0.9935	0.0001	0.0002	0.973788	0.0	0.733275	0.0058	0.763379	0.9966	0.0002	0.982101	0.989579	0.989	0.035684	0.516514	0.9983	0.005946	0.983141	0.984005	0.004356	0.0058	0.545793	0.338174	0.0	0.0033	0.002694	0.0296	0.0	0.00602	0.0	0.991027	0.005784	0.0356	0.013152	0.040569	0.989972	0.646001	0.709495	0.0028	0.0017	0.000977	0.035776	0.817829	0.8464	0.0	0.748489	0.0	0.0	0.968077	0.776767	0.004005	0.034612	0.0	0.697022	0.969426	0.967088	0.961373	0.0	0.0	0.0	0.998	0.39547	0.749234	0.0013	0.9901	0.8456	0.967757	0.8072	0.989302	0.748695	0.9975	0.0118	0.0	0.012491	0.963699	0.003556	0.00441	0.144298	0.751293	0.840299	0.680984	0.98969	0.969156	0.0016	0.9995	0.00654	0.0	0.0	0.994023	0.0	0.0	0.9963	0.0	0.036643	0.989045	0.9506	0.0	0.964383	0.441848	0.0	0.40415	0.402657	0.989981
GSM2262069	0.953599	0.0007	0.5054	0.803017	0.189403	0.886994	0.0023	0.984599	0.81386	0.0	0.895147	0.998908	0.9993	0.098956	0.171704	1.0	0.0001	0.903204	0.9999	0.0031	0.0	1.0	0.814533	0.0	0.0	0.000684	0.6692	0.0001	0.0007	2.6e-05	0.9999	0.0001	0.6692	0.765997	0.904449	1.0	0.723614	0.922037	0.0	0.0	0.0	0.100238	0.9934	0.8877	0.0	0.994901	0.0001	0.0002	0.873722	0.194549	0.003	0.095012	0.0	0.851424	0.836964	0.674313	0.871106	0.0	0.0001	0.0	1.0	0.963868	0.9934	0.000257	0.9982	0.8877	0.878418	0.769932	0.9998	0.987657	0.849309	0.0	0.0	0.0001	0.753901	0.021118	0.070749	0.762855	0.887699	0.884199	0.9934	0.999	0.9993	0.0	0.999927	0.0	0.0	0.0	0.999999	0.0001	0.0001	0.999999	0.167661	0.101474	0.999699	0.999199	0.0	0.897689	0.0	0.0	0.965975	0.0353	0.999999
synth_70_Group_3	0.982101	0.152187	0.672	0.957601	0.194679	0.993801	0.011702	0.994001	0.993801	0.01191	0.855102	0.968582	0.966646	0.203127	0.71574	0.999699	0.010851	0.985017	0.960693	0.01557	0.01127	0.51214	0.950023	0.0	0.007255	0.010345	0.5344	0.0	0.011006	0.0	0.972819	0.010825	0.676264	0.211143	0.626614	0.995001	0.6508	0.8932	0.002054	0.017457	0.0	0.207312	0.2703	0.693	0.0	0.279304	0.0	0.0	0.804456	0.024658	0.002345	0.202088	0.0	0.037048	0.765642	0.804172	0.812648	1.6e-05	0.253742	0.0	0.999598	0.979881	0.280036	0.004322	0.991998	0.692999	0.805515	0.692999	0.971737	0.668398	0.997998	0.118494	0.0	0.0	0.795776	0.031065	0.034848	0.003727	0.692998	0.692998	0.2703	0.972754	0.804743	0.0003	0.999999	0.027007	0.177896	0.000432	0.981217	0.0	0.0	0.9752	0.0	0.207918	0.9717	0.979606	0.0	0.796606	0.029883	0.0	0.980262	0.010881	0.992351
synth_83_Group_3	0.975708	0.0001	0.0066	0.991401	0.0	0.998601	0.001464	0.998401	0.99846	0.0	0.9997	0.9998	0.9998	0.0018	0.095727	1.0	0.0	1.0	1.0	0.0002	0.0	0.980077	0.955699	0.0	0.0	0.0001	0.7641	0.0	0.0002	0.0	0.9999	0.0	0.7641	0.0001	0.0005	0.9997	0.9814	0.985	0.0002	0.0	0.028198	0.0005	0.9974	0.8782	0.0	0.9974	0.0	0.0	0.9994	0.754757	0.0001	0.0017	0.0	0.127186	0.9994	0.9934	0.967644	0.002028	0.0	0.0	1.0	0.970073	0.9974	0.0001	1.0	0.8782	0.9994	0.9013	0.9998	0.981686	1.0	0.0	0.0	0.0	0.97264	0.047943	0.0002	0.01031	0.8782	0.8782	0.9974	0.9998	0.9997	0.0	1.0	0.003635	0.0	0.0001	0.9998	0.0	0.114378	1.0	0.0	0.0006	0.9998	0.9999	0.0	0.9981	0.0017	0.0	1.0	0.0	0.9997
GSM2261544	0.964133	0.0011	0.3419	0.884779	0.0008	0.740279	0.0008	0.991699	0.98689	0.475815	0.961472	0.998903	0.999203	0.032601	0.507804	0.999903	0.0001	0.94881	0.999703	0.003352	9.7e-05	0.890392	0.88908	0.0162	0.0	0.000457	0.9821	0.034455	0.0009	0.044	0.9999	0.0001	0.9821	0.0442	0.599572	1.0	0.899337	0.956272	0.0004	0.0	0.371585	0.039	0.260372	0.9097	0.0	0.380861	0.05	0.036815	0.96161	0.002656	0.01898	0.019934	0.033184	0.522601	0.962935	0.9776	0.9741	0.0	0.03278	0.0019	0.999901	0.620985	0.238948	0.0004	1.000001	0.877799	0.944178	0.880812	0.999901	0.95601	1.000001	0.0	0.031719	0.0117	0.961497	0.034893	0.035888	0.222348	0.848592	0.909701	0.242665	0.999083	0.961165	0.0001	1.000001	0.570565	0.0	0.000164	1.0	0.034731	0.035494	1.0	0.0	0.039342	1.0	1.0	0.0	0.966307	0.0	0.015767	0.9996	8.8e-05	1.0
GSM2262154	0.969036	0.348573	0.6657	0.963607	0.777654	0.9944	0.001608	0.9953	0.9943	0.0	0.953501	0.997401	0.997501	0.0831	0.790349	0.999501	0.0016	0.955806	0.998601	0.0001	0.0015	0.979476	0.763577	0.0	0.0	0.0001	0.9145	0.0	0.002228	0.0	0.9979	0.0018	0.9145	0.860282	0.934108	1.0	0.812115	0.8594	0.0	0.0	0.0672	0.158907	0.0994	0.8157	0.0	0.165337	0.0	0.0	0.841776	0.086042	0.0001	0.083612	0.0	0.510225	0.54589	0.841453	0.846039	1.2e-05	0.0011	0.0	0.999601	0.771046	0.097434	0.0	1.000001	0.815701	0.843143	0.77319	0.999101	0.961806	1.000001	0.0	0.0	0.449022	0.832899	0.047543	0.12301	0.417581	0.815702	0.814802	0.08968	0.997702	0.854302	0.0004	1.000002	0.0011	0.0	0.0	0.999701	0.0	0.0	0.999901	0.0	0.1595	0.999701	0.999501	0.0	0.917243	0.0	0.0	0.831415	0.185951	1.000001
GSM2262007	0.991562	0.0015	0.181599	0.9986	0.000916	0.815638	0.0001	0.852508	0.833654	0.0	0.9959	0.999	0.9987	0.0005	0.0036	0.998264	0.0	0.948116	0.9993	0.0023	0.0	0.989001	0.992687	0.0	0.0001	0.000788	0.1478	0.0017	0.0	0.055898	1.0	0.0	0.144456	0.0003	0.0003	0.9996	0.7001	0.8754	0.0019	0.0	0.0	0.0005	0.9958	0.884	0.0013	0.995901	0.041888	0.038452	0.999501	0.68243	0.0	0.0005	0.0	0.853616	0.999501	0.999501	0.999501	0.04731	0.0041	0.0	0.998292	0.9999	0.9958	0.0008	0.9999	0.884	0.9995	0.8863	0.9997	0.843244	0.9999	0.0	0.0	0.0	0.9995	0.0006	0.004928	0.840556	0.884	0.884	0.9958	0.9987	0.9995	0.001532	0.998412	0.0003	0.0	0.0001	0.9999	0.03506	0.039916	0.9999	0.0001	0.0005	0.9996	0.9997	0.001161	0.9995	0.0004	0.0	1.0	0.0	0.9995
synth_90_Group_4	0.966672	0.0001	0.4465	0.35207	0.0001	0.9825	0.0	0.9886	0.991432	0.0	0.984851	0.997576	0.9976	0.119396	0.012157	0.9973	0.00044	0.918129	0.9993	0.007354	0.0005	0.999	0.682878	0.0	0.0002	0.0025	0.133	0.069814	0.000539	0.742655	0.9992	0.0003	0.1328	0.0027	0.002	0.914596	0.792976	0.9697	0.0008	0.0	0.0	0.0052	0.969812	0.9645	0.0005	0.969663	0.336493	0.078125	0.991001	0.810784	0.0013	0.114431	0.0	0.465408	0.990943	0.996101	0.988579	0.007419	0.575993	0.0	0.999999	0.999399	0.959104	0.0025	0.999999	0.964899	0.991099	0.969199	0.999099	0.795441	0.999599	0.0001	0.0	0.0	0.981841	0.0163	0.082569	0.833909	0.964897	0.962397	0.964797	0.997797	0.999597	0.0	0.761465	0.0	0.0001	0.274801	0.9998	0.074315	0.075899	0.9997	0.0	0.0052	0.9992	0.795445	0.0005	0.873715	0.0	0.0	0.9995	0.000539	0.919108
synth_87_Group_3	0.9346	0.0001	0.9684	0.895562	0.0002	0.9996	0.0076	0.9996	0.9994	0.0	0.999501	0.999401	0.999301	0.004187	0.074392	0.999901	0.0	0.996001	0.998901	0.0002	0.0	0.9903	0.9828	0.0	0.0004	0.0005	0.3087	0.0001	0.0	0.0014	1.000002	0.0	0.3087	0.043751	0.069955	0.917137	0.7638	0.988	0.0008	0.000757	0.0	0.0041	0.9214	0.9435	0.0	0.9214	0.0006	0.0005	0.9958	0.870419	0.0001	0.0042	0.0	0.023182	0.9959	0.9973	0.995831	0.0	0.0001	0.0	0.999899	0.999999	0.921399	0.0005	0.999563	0.953999	0.995799	0.954199	0.979605	0.748243	0.899057	0.0	0.0	0.0	0.995827	0.0885	0.0013	0.445243	0.949199	0.943499	0.9214	0.9995	0.9959	0.0001	1.0	4.8e-05	0.178808	0.19292	0.977746	0.0003	0.0003	0.908998	0.0	0.0041	0.9986	0.980158	0.0	0.9959	0.008074	0.0	1.0	0.0001	0.984612
synth_4_G3-G4	0.980188	0.0002	0.327801	0.989601	0.045944	0.931401	0.088315	0.933323	0.999601	0.000611	0.707406	0.877292	0.876975	0.0107	0.185082	0.999211	0.002	0.9979	0.996784	0.130475	0.0018	0.942236	0.902621	0.0	0.0024	0.121192	0.644699	0.0	0.0028	0.447756	0.998299	0.00176	0.644699	0.003247	0.0031	0.996099	0.6214	0.8786	0.144317	0.0003	0.0	0.0076	0.772655	0.95	0.39995	0.783603	0.0002	0.0	0.989499	0.498667	0.0023	0.0107	0.0	0.207446	0.990299	0.989499	0.990499	0.010933	0.0	0.0	0.999199	0.998985	0.782125	0.123375	0.998098	0.9501	0.9895	0.9501	0.997941	0.609728	0.995513	0.0	0.0	0.0	0.989601	0.059042	0.409335	0.013665	0.950001	0.950101	0.77248	0.584597	0.992501	0.000773	0.579021	0.0008	0.008489	0.0072	0.997279	0.0	0.0002	0.9954	0.0004	0.0076	0.998155	0.997772	0.407889	0.9893	0.0006	0.0001	0.9995	0.0007	0.996822
